AsOf,InitialCapital,FinalEquity,TotalReturn,MaxDD,ClosedTrades,OpenTrades,PendingTrades,SkippedTrades,WR,PF,AvgNetReturn,MedianNetReturn,RiskPerTrade,MaxOpenPositions
2026-08-10,100000.0,100296.39585259845,0.0029639585259844115,0.0,0,1,1,0,,,,,0.01,5
